receiver,transmitter,transmitter_name,transmitter_serial,sensor_value,sensor_unit,sensor2_value,sensor2_unit,station_name,datetime,id_pk,qc_flag,file,latitude,longitude,deployment_fk,scientific_name,location_name,deployment_station_name,deploy_date_time,animal_project_name,animal_project_code,animal_moratorium,network_project_name,network_project_code,network_moratorium,signal_to_noise_ratio,detection_file_id,tag_sensor_type,tag_intercept,tag_slope,sensor_value_depth_meters,tag_owner_organization,animal_id_pk,animal_common_name,animal_sex,deployment_lat,deployment_long,sensor_value_acceleration
VR2W-122319,A69-1601-65044,"","",,,,,"",2015-07-22T22:47:56Z,26812307,,VR2W_122319_20160112_1.csv,,,1463,Sync tag,Ham Sluis Midden,ak-31,2014-12-04T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,655,,unknown,51.097875,5.108846,
VR2W-122319,A69-1601-65050,"","",,,,,"",2015-07-22T22:49:07Z,26812308,,VR2W_122319_20160112_1.csv,,,1463,Sync tag,Ham Sluis Midden,ak-31,2014-12-04T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,661,,unknown,51.097875,5.108846,
VR2W-122319,A69-1601-65046,"","",,,,,"",2015-07-22T22:49:17Z,26812309,,VR2W_122319_20160112_1.csv,,,1463,Sync tag,Ham Sluis Midden,ak-31,2014-12-04T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,657,,unknown,51.097875,5.108846,
VR2W-122319,A69-1601-65049,"","",,,,,"",2015-07-22T22:51:16Z,26812310,,VR2W_122319_20160112_1.csv,,,1463,Sync tag,Ham Sluis Midden,ak-31,2014-12-04T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,660,,unknown,51.097875,5.108846,
VR2W-122319,A69-1601-65044,"","",,,,,"",2015-07-22T22:57:51Z,26812311,,VR2W_122319_20160112_1.csv,,,1463,Sync tag,Ham Sluis Midden,ak-31,2014-12-04T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,655,,unknown,51.097875,5.108846,
VR2W-122319,A69-1601-65045,"","",,,,,"",2015-07-22T22:59:46Z,26812312,,VR2W_122319_20160112_1.csv,,,1463,Sync tag,Ham Sluis Midden,ak-31,2014-12-04T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,656,,unknown,51.097875,5.108846,
VR2W-122319,A69-1601-65044,"","",,,,,"",2015-07-22T23:08:36Z,26812313,,VR2W_122319_20160112_1.csv,,,1463,Sync tag,Ham Sluis Midden,ak-31,2014-12-04T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,655,,unknown,51.097875,5.108846,
VR2W-122319,A69-1601-65049,"","",,,,,"",2015-07-23T05:36:52Z,26812316,,VR2W_122319_20160112_1.csv,,,1463,Sync tag,Ham Sluis Midden,ak-31,2014-12-04T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,660,,unknown,51.097875,5.108846,
VR2W-122319,A69-1601-65046,"","",,,,,"",2015-07-23T04:02:09Z,26812314,,VR2W_122319_20160112_1.csv,,,1463,Sync tag,Ham Sluis Midden,ak-31,2014-12-04T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,657,,unknown,51.097875,5.108846,
VR2W-122319,A69-1601-65044,"","",,,,,"",2015-07-23T04:02:53Z,26812315,,VR2W_122319_20160112_1.csv,,,1463,Sync tag,Ham Sluis Midden,ak-31,2014-12-04T00:00:00Z,2013 Albertkanaal,2013_albertkanaal,1,Albertkanaal,albert,0,,,,,,,INBO,655,,unknown,51.097875,5.108846,
